CUI,edit_score,mesh,ont_source,pref_name,term
C0002902,0,Anencephaly,NCI,Anencephaly,Anencephaly
C0002938,0,Aneuploidy,NCI,Aneuploidy,Aneuploidy
C0002940,0,Aneurysm,NCI,Aneurysm,Aneurysm
C0002940,20,Aneurysm,ICD10CM,Aneurysm,Aneurysm of unspecified site
C0002949,9,"Aneurysm, Dissecting",NCI,"Aneurysm, Dissecting",Arterial Dissection
C0002949,19,"Aneurysm, Dissecting",NCI,"Aneurysm, Dissecting",Dissecting Aneurysm
C0002962,1,Angina Pectoris,ICD10CM,Angina Pectoris,Angina pectoris
C0002962,1,Angina Pectoris,NCI,Angina Pectoris,Angina pectoris
C0002962,7,Angina Pectoris,ICD10CM,Angina Pectoris,Angina of effort
C0002962,8,Angina Pectoris,ICD10CM,Angina Pectoris,Angina NOS
C0002962,9,Angina Pectoris,ICD10CM,Angina Pectoris,Anginal syndrome
C0002962,9,Angina Pectoris,NCI,Angina Pectoris,Angina
C0002962,12,Angina Pectoris,ICD10CM,Angina Pectoris,Stenocardia
C0002962,14,Angina Pectoris,ICD10CM,Angina Pectoris,Cardiac angina
C0002962,14,Angina Pectoris,ICD10CM,Angina Pectoris,"Angina pectoris, unspecified"
C0002962,15,Angina Pectoris,ICD10CM,Angina Pectoris,Ischemic chest pain
C0002963,16,"Angina Pectoris, Variant",NCI,"Angina Pectoris, Variant",Prinzmetal's Angina
C0002963,17,"Angina Pectoris, Variant",ICD10CM,"Angina Pectoris, Variant",Prinzmetal angina
C0002963,17,"Angina Pectoris, Variant",NCI,"Angina Pectoris, Variant",Variant Angina Pectoris
C0002963,18,"Angina Pectoris, Variant",ICD10CM,"Angina Pectoris, Variant",Variant angina
C0002963,18,"Angina Pectoris, Variant",NCI,"Angina Pectoris, Variant",Variant Angina
C0002965,14,"Angina, Unstable",ICD10CM,"Angina, Unstable",Unstable angina
C0002965,14,"Angina, Unstable",NCI,"Angina, Unstable",Unstable Angina
C0002965,15,"Angina, Unstable",ICD10CM,"Angina, Unstable",Crescendo angina
C0002965,17,"Angina, Unstable",NCI,"Angina, Unstable",Unstable Angina Pectoris
C0002965,24,"Angina, Unstable",ICD10CM,"Angina, Unstable",Intermediate coronary syndrome
C0002985,0,Angiokeratoma,NCI,Angiokeratoma,Angiokeratoma
C0002986,0,Fabry Disease,NCI,Fabry Disease,Fabry Disease
C0002986,13,Fabry Disease,ICD10CM,Fabry Disease,Fabry (-Anderson) disease
C0002986,25,Fabry Disease,NCI,Fabry Disease,Angiokeratoma Corporis Diffusum
C0002986,27,Fabry Disease,NCI,Fabry Disease,Alpha-Galactosidase A Deficiency
C0002989,0,Angiolymphoid Hyperplasia with Eosinophilia,NCI,Epithelioid Hemangioma of Skin,Epithelioid Hemangioma of Skin
C0002989,4,Angiolymphoid Hyperplasia with Eosinophilia,NCI,Epithelioid Hemangioma of Skin,Epithelioid Hemangioma of the Skin
C0002989,8,Angiolymphoid Hyperplasia with Eosinophilia,NCI,Epithelioid Hemangioma of Skin,Histiocytoid Hemangioma of Skin
C0002989,12,Angiolymphoid Hyperplasia with Eosinophilia,NCI,Epithelioid Hemangioma of Skin,Histiocytoid Hemangioma of the Skin
C0002989,13,Angiolymphoid Hyperplasia with Eosinophilia,NCI,Epithelioid Hemangioma of Skin,Skin Epithelioid Hemangioma
C0002989,18,Angiolymphoid Hyperplasia with Eosinophilia,NCI,Epithelioid Hemangioma of Skin,Angiolymphoid Hyperplasia of Skin
C0002989,22,Angiolymphoid Hyperplasia with Eosinophilia,NCI,Epithelioid Hemangioma of Skin,Angiolymphoid Hyperplasia of the Skin
C0002989,26,Angiolymphoid Hyperplasia with Eosinophilia,NCI,Epithelioid Hemangioma of Skin,Angiolymphoid Cutaneous Hyperplasia
C0002992,0,Angiomatosis,NCI,Angiomatosis,Angiomatosis
C0002992,8,Angiomatosis,NCI,Angiomatosis,Diffuse Angiomatosis
C0002992,16,Angiomatosis,NCI,Angiomatosis,Diffuse Hemangioma
C0002994,0,Angioedema,NCI,Angioedema,Angioedema
C0002994,9,Angioedema,ICD10CM,Angioedema,Angioneurotic edema
C0002994,9,Angioedema,ICD10CM,Angioedema,Quincke's edema
C0002994,13,Angioedema,ICD10CM,Angioedema,Giant urticaria
C0003076,0,Aniridia,ICD10CM,Aniridia,Aniridia
C0003076,0,Aniridia,NCI,Aniridia,Aniridia
C0003076,11,Aniridia,ICD10CM,Aniridia,Absence of iris
C0003078,0,Aniseikonia,ICD10CM,Aniseikonia,Aniseikonia
C0003079,0,Anisocoria,ICD10CM,Anisocoria,Anisocoria
C0003081,0,Anisometropia,ICD10CM,Anisometropia,Anisometropia
C0003090,9,Ankylosis,ICD10CM,Ankylosis,Ankylosis of joint
C0003113,0,Anomia,NCI,Anomia,Anomia
C0003113,12,Anomia,NCI,Anomia,Nominal Aphasia
C0003119,0,Anophthalmos,NCI,Anophthalmos,Anophthalmos
C0003119,4,Anophthalmos,ICD10CM,Anophthalmos,Anophthalmos NOS
C0003119,13,Anophthalmos,ICD10CM,Anophthalmos,Agenesis of eye
C0003119,13,Anophthalmos,ICD10CM,Anophthalmos,Aplasia of eye
C0003123,0,Anorexia,ICD10CM,Anorexia,Anorexia
C0003123,0,Anorexia,NCI,Anorexia,Anorexia
C0003123,13,Anorexia,ICD10CM,Anorexia,Loss of appetite
C0003128,0,Anovulation,NCI,Anovulation,Anovulation
C0003152,11,Anterior Compartment Syndrome,ICD10CM,Anterior Compartment Syndrome,Anterior tibial syndrome
C0003164,0,Anthracosilicosis,ICD10CM,Anthracosilicosis,Anthracosilicosis
C0003164,0,Anthracosilicosis,NCI,Anthracosilicosis,Anthracosilicosis
C0003165,0,Anthracosis,ICD10CM,Anthracosis,Anthracosis
C0003165,0,Anthracosis,NCI,Anthracosis,Anthracosis
C0003165,15,Anthracosis,ICD10CM,Anthracosis,Coalworker's lung
C0003165,16,Anthracosis,ICD10CM,Anthracosis,Black lung disease
C0003165,21,Anthracosis,ICD10CM,Anthracosis,Coalworker's pneumoconiosis
C0003165,21,Anthracosis,NCI,Anthracosis,Coal Miner's Pneumoconiosis
C0003175,0,Anthrax,ICD10CM,Anthrax,Anthrax
C0003175,0,Anthrax,NCI,Anthrax,Anthrax
C0003175,13,Anthrax,ICD10CM,Anthrax,"Anthrax, unspecified"
C0003175,30,Anthrax,ICD10CM,Anthrax,infection due to Bacillus anthracis
C0003460,0,Anuria,NCI,Anuria,Anuria
C0003462,6,Anus Diseases,NCI,Anus Diseases,Anal Disorder
C0003463,1,Anus Neoplasms,NCI,Anus Neoplasms,Anus Neoplasm
C0003463,3,Anus Neoplasms,NCI,Anus Neoplasms,Anal Neoplasm
C0003463,10,Anus Neoplasms,NCI,Anus Neoplasms,Anal Tumors
C0003463,11,Anus Neoplasms,NCI,Anus Neoplasms,Tumor of Anus
C0003463,11,Anus Neoplasms,NCI,Anus Neoplasms,Anal Tumor
C0003463,12,Anus Neoplasms,NCI,Anus Neoplasms,Neoplasm of Anus
C0003463,15,Anus Neoplasms,NCI,Anus Neoplasms,Tumor of the Anus
C0003463,16,Anus Neoplasms,NCI,Anus Neoplasms,Neoplasm of the Anus
C0003463,24,Anus Neoplasms,NCI,Anus Neoplasms,"Anal Neoplasms, Benign and Malignant"
C0003466,11,"Anus, Imperforate",ICD10CM,"Anus, Imperforate",Imperforate anus
C0003466,11,"Anus, Imperforate",NCI,"Anus, Imperforate",Imperforate Anus
C0003466,12,"Anus, Imperforate",NCI,"Anus, Imperforate",Anal Atresia
C0003486,0,Aortic Aneurysm,NCI,Aortic Aneurysm,Aortic Aneurysm
C0003486,14,Aortic Aneurysm,ICD10CM,Aortic Aneurysm,Aneurysm of aorta
C0003490,1,Aortic Arch Syndromes,NCI,Aortic Arch Syndromes,Aortic Arch Syndrome
C0003492,0,Aortic Coarctation,NCI,Aortic Coarctation,Aortic Coarctation
C0003492,16,Aortic Coarctation,ICD10CM,Aortic Coarctation,Coarctation of aorta
C0003492,33,Aortic Coarctation,ICD10CM,Aortic Coarctation,Coarctation of aorta (preductal) (postductal)
C0003493,3,Aortic Diseases,NCI,Aortic Diseases,Aorta Disease
C0003499,0,"Aortic Stenosis, Supravalvular",ICD10CM,Supravalvular aortic stenosis,Supravalvular aortic stenosis
C0003499,2,"Aortic Stenosis, Supravalvular",NCI,Supravalvular aortic stenosis,Supravalvular Aortic Stenosis
C0003504,0,Aortic Valve Insufficiency,NCI,Aortic Valve Insufficiency,Aortic Valve Insufficiency
C0003504,6,Aortic Valve Insufficiency,NCI,Aortic Valve Insufficiency,Aortic Insufficiency
C0003504,11,Aortic Valve Insufficiency,NCI,Aortic Valve Insufficiency,Aortic Valve Regurgitation
C0003504,16,Aortic Valve Insufficiency,NCI,Aortic Valve Insufficiency,Aortic Regurgitation
C0003504,25,Aortic Valve Insufficiency,NCI,Aortic Valve Insufficiency,AR
C0003507,0,Aortic Valve Stenosis,NCI,Aortic Valve Stenosis,Aortic Valve Stenosis
C0003507,18,Aortic Valve Stenosis,ICD10CM,Aortic Valve Stenosis,Stenosis of aorta
C0003509,0,Aortitis,NCI,Aortitis,Aortitis
C0003509,4,Aortitis,ICD10CM,Aortitis,Aortitis NOS
C0003516,0,Aortopulmonary Septal Defect,NCI,Aortopulmonary Septal Defect,Aortopulmonary Septal Defect
C0003516,2,Aortopulmonary Septal Defect,ICD10CM,Aortopulmonary Septal Defect,Aortopulmonary septal defect
C0003516,12,Aortopulmonary Septal Defect,ICD10CM,Aortopulmonary Septal Defect,Aortic septal defect
C0003516,13,Aortopulmonary Septal Defect,ICD10CM,Aortopulmonary Septal Defect,Aortopulmonary window
C0003516,13,Aortopulmonary Septal Defect,NCI,Aortopulmonary Septal Defect,Aortopulmonary Window
C0003516,25,Aortopulmonary Septal Defect,NCI,Aortopulmonary Septal Defect,APSD
C0003516,26,Aortopulmonary Septal Defect,NCI,Aortopulmonary Septal Defect,AP Window
C0003516,27,Aortopulmonary Septal Defect,NCI,Aortopulmonary Septal Defect,APW
C0003534,0,Aphakia,ICD10CM,Aphakia,Aphakia
C0003534,0,Aphakia,NCI,Aphakia,Aphakia
C0003537,0,Aphasia,ICD10CM,Aphasia,Aphasia
C0003537,0,Aphasia,NCI,Aphasia,Aphasia
C0003550,2,"Aphasia, Broca",NCI,Broca Aphasia,Broca's Aphasia
C0003550,5,"Aphasia, Broca",NCI,Broca Aphasia,Motor Aphasia
C0003564,0,Aphonia,ICD10CM,Aphonia,Aphonia
C0003564,0,Aphonia,NCI,Aphonia,Aphonia
C0003564,11,Aphonia,ICD10CM,Aphonia,Loss of voice
C0003578,0,Apnea,NCI,Apnea,Apnea
C0003578,4,Apnea,ICD10CM,Apnea,Apnea NOS
C0003614,5,Appendiceal Neoplasms,NCI,Appendiceal Neoplasms,Appendix Neoplasm
C0003614,13,Appendiceal Neoplasms,NCI,Appendiceal Neoplasms,Appendix Tumor
C0003614,19,Appendiceal Neoplasms,NCI,Appendiceal Neoplasms,Tumor of Appendix
C0003614,19,Appendiceal Neoplasms,NCI,Appendiceal Neoplasms,Neoplasm of Appendix
C0003614,20,Appendiceal Neoplasms,NCI,Appendiceal Neoplasms,Tumor of the Appendix
C0003614,21,Appendiceal Neoplasms,NCI,Appendiceal Neoplasms,Neoplasm of the Appendix
C0003615,0,Appendicitis,NCI,Appendicitis,Appendicitis
C0003615,6,Appendicitis,NCI,Appendicitis,Acute Appendicitis
C0003615,13,Appendicitis,ICD10CM,Appendicitis,Unspecified appendicitis
C0003635,1,Apraxias,ICD10CM,Apraxias,Apraxia
C0003650,0,Apudoma,NCI,Apudoma,Apudoma
C0003650,3,Apudoma,NCI,Apudoma,APUDoma
C0003650,37,Apudoma,NCI,Apudoma,Neoplasm of Diffuse Neuroendocrine System
C0003650,41,Apudoma,NCI,Apudoma,Neoplasm of the Diffuse Neuroendocrine System
C0003708,0,Arachnoiditis,NCI,Arachnoiditis,Arachnoiditis
C0003708,5,Arachnoiditis,ICD10CM,Arachnoiditis,arachnoiditis NOS
C0003723,1,Arbovirus Infections,NCI,Arbovirus Infections,Arbovirus Infection
C0003723,5,Arbovirus Infections,ICD10CM,Arbovirus Infections,Arbovirus infection NOS
C0003723,17,Arbovirus Infections,NCI,Arbovirus Infections,Arthropod-Borne Viral Infection
C0003742,1,Arcus Senilis,ICD10CM,Arcus Senilis,Arcus senilis
C0003803,1,Arnold-Chiari Malformation,NCI,Arnold Chiari Malformation,Arnold-Chiari Malformation
C0003803,12,Arnold-Chiari Malformation,ICD10CM,Arnold Chiari Malformation,Arnold-Chiari syndrome
C0003811,0,"Arrhythmias, Cardiac",NCI,Cardiac Arrhythmia,Cardiac Arrhythmia
C0003811,8,"Arrhythmias, Cardiac",NCI,Cardiac Arrhythmia,Arrhythmia
C0003811,14,"Arrhythmias, Cardiac",ICD10CM,Cardiac Arrhythmia,"Cardiac arrhythmia, unspecified"
C0003811,20,"Arrhythmias, Cardiac",ICD10CM,Cardiac Arrhythmia,Arrhythmia (cardiac) NOS
C0003813,0,"Arrhythmia, Sinus",NCI,Sinus Arrhythmia,Sinus Arrhythmia
C0003813,15,"Arrhythmia, Sinus",NCI,Sinus Arrhythmia,Sinus Arrhythmia by EKG Finding
C0003813,15,"Arrhythmia, Sinus",NCI,Sinus Arrhythmia,Sinus Arrhythmia by ECG Finding
C0003850,0,Arteriosclerosis,NCI,Arteriosclerosis,Arteriosclerosis
C0003850,1,Arteriosclerosis,ICD10CM,Arteriosclerosis,arteriosclerosis
C0003850,4,Arteriosclerosis,NCI,Arteriosclerosis,Arterial Sclerosis
C0003850,10,Arteriosclerosis,NCI,Arteriosclerosis,Vascular Sclerosis
C0003850,18,Arteriosclerosis,ICD10CM,Arteriosclerosis,arteriosclerotic vascular disease
C0003855,0,Arteriovenous Fistula,NCI,Arteriovenous Fistula,Arteriovenous Fistula
C0003855,11,Arteriovenous Fistula,NCI,Arteriovenous Fistula,Pathologic AV Fistula
C0003855,12,Arteriovenous Fistula,NCI,Arteriovenous Fistula,AV Fistula
C0003860,0,Arteritis,NCI,Arteritis,Arteritis
C0003860,13,Arteritis,ICD10CM,Arteritis,"Arteritis, unspecified"
C0003862,0,Arthralgia,NCI,Arthralgia,Arthralgia
C0003862,4,Arthralgia,NCI,Arthralgia,Arthrodynia
C0003862,12,Arthralgia,ICD10CM,Arthralgia,Pain in joint
C0003864,0,Arthritis,NCI,Arthritis,Arthritis
C0003864,4,Arthritis,ICD10CM,Arthritis,Arthritis NOS
C0003869,16,"Arthritis, Infectious",NCI,"Arthritis, Infectious",Septic Arthritis
C0003869,16,"Arthritis, Infectious",NCI,"Arthritis, Infectious",Infective Arthritis
C0003869,17,"Arthritis, Infectious",ICD10CM,"Arthritis, Infectious",Pyogenic arthritis
C0003869,18,"Arthritis, Infectious",ICD10CM,"Arthritis, Infectious","Pyogenic arthritis, unspecified"
C0003869,19,"Arthritis, Infectious",ICD10CM,"Arthritis, Infectious",Infective arthritis NOS
C0003872,9,"Arthritis, Psoriatic",ICD10CM,"Arthritis, Psoriatic",Arthropathic psoriasis
C0003872,13,"Arthritis, Psoriatic",NCI,"Arthritis, Psoriatic",Psoriatic Arthritis
C0003872,21,"Arthritis, Psoriatic",ICD10CM,"Arthritis, Psoriatic","Arthropathic psoriasis, unspecified"
C0003873,0,"Arthritis, Rheumatoid",NCI,Rheumatoid Arthritis,Rheumatoid Arthritis
C0003873,14,"Arthritis, Rheumatoid",ICD10CM,Rheumatoid Arthritis,"Rheumatoid arthritis, unspecified"
C0003886,0,Arthrogryposis,NCI,Arthrogryposis,Arthrogryposis
C0003886,20,Arthrogryposis,ICD10CM,Arthrogryposis,Arthrogryposis multiplex congenita
C0003892,5,"Arthropathy, Neurogenic",ICD10CM,Neurogenic Arthropathy,Neuropathic arthropathy
C0003892,18,"Arthropathy, Neurogenic",ICD10CM,Neurogenic Arthropathy,Charcôt's joint
C0003907,0,Arthus Reaction,NCI,Arthus Reaction,Arthus Reaction
C0003907,1,Arthus Reaction,ICD10CM,Arthus Reaction,Arthus reaction
C0003907,7,Arthus Reaction,ICD10CM,Arthus Reaction,Arthus phenomenon
C0003907,7,Arthus Reaction,NCI,Arthus Reaction,Arthus Phenomenon
C0003949,0,Asbestosis,ICD10CM,Asbestosis,Asbestosis
C0003949,0,Asbestosis,NCI,Asbestosis,Asbestosis
C0003950,0,Ascariasis,ICD10CM,Ascariasis,Ascariasis
C0003950,0,Ascariasis,NCI,Ascariasis,Ascariasis
C0003950,3,Ascariasis,ICD10CM,Ascariasis,ascaridiasis
C0003950,13,Ascariasis,ICD10CM,Ascariasis,"Ascariasis, unspecified"
C0003962,0,Ascites,ICD10CM,Ascites,Ascites
C0003962,0,Ascites,NCI,Ascites,Ascites
C0003962,4,Ascites,ICD10CM,Ascites,Ascites NOS
C0003969,2,Ascorbic Acid Deficiency,ICD10CM,Ascorbic Acid Deficiency,Ascorbic acid deficiency
C0003969,21,Ascorbic Acid Deficiency,ICD10CM,Ascorbic Acid Deficiency,Deficiency of vitamin C
C0004030,0,Aspergillosis,ICD10CM,Aspergillosis,Aspergillosis
C0004030,0,Aspergillosis,NCI,Aspergillosis,Aspergillosis
C0004030,13,Aspergillosis,ICD10CM,Aspergillosis,"Aspergillosis, unspecified"
C0004031,29,"Aspergillosis, Allergic Bronchopulmonary",NCI,"Aspergillosis, Allergic Bronchopulmonary",Allergic Bronchopulmonary Aspergillosis
C0004031,30,"Aspergillosis, Allergic Bronchopulmonary",ICD10CM,"Aspergillosis, Allergic Bronchopulmonary",Allergic bronchopulmonary aspergillosis
C0004044,0,Asphyxia,ICD10CM,Asphyxia,Asphyxia
C0004044,0,Asphyxia,NCI,Asphyxia,Asphyxia
C0004044,4,Asphyxia,ICD10CM,Asphyxia,Asphyxiation
C0004044,4,Asphyxia,NCI,Asphyxia,Asphyxiation
C0004044,10,Asphyxia,NCI,Asphyxia,Suffocation
C0004044,14,Asphyxia,ICD10CM,Asphyxia,Suffocation NOS
C0004045,11,Asphyxia Neonatorum,ICD10CM,Asphyxia Neonatorum,Asphyxia of newborn NOS
C0004093,0,Asthenia,NCI,Asthenia,Asthenia
C0004093,4,Asthenia,ICD10CM,Asthenia,Asthenia NOS
C0004095,0,Asthenopia,ICD10CM,Asthenopia,Asthenopia
C0004096,0,Asthma,ICD10CM,Asthma,Asthma
C0004096,0,Asthma,NCI,Asthma,Asthma
C0004096,4,Asthma,ICD10CM,Asthma,Asthma NOS
C0004096,13,Asthma,ICD10CM,Asthma,Unspecified asthma
C0004106,0,Astigmatism,ICD10CM,Astigmatism,Astigmatism
C0004106,13,Astigmatism,ICD10CM,Astigmatism,Unspecified astigmatism
C0004114,0,Astrocytoma,NCI,Astrocytoma,Astrocytoma
C0004114,3,Astrocytoma,NCI,Astrocytoma,Astroglioma
C0004114,7,Astrocytoma,NCI,Astrocytoma,Astrocytic Tumor
C0004114,9,Astrocytoma,NCI,Astrocytoma,Astrocytic Neoplasm
C0004134,0,Ataxia,NCI,Ataxia,Ataxia
C0004134,13,Ataxia,ICD10CM,Ataxia,"Ataxia, unspecified"
C0004135,0,Ataxia Telangiectasia,NCI,Ataxia Telangiectasia,Ataxia Telangiectasia
C0004135,9,Ataxia Telangiectasia,NCI,Ataxia Telangiectasia,Ataxia Telangiectasia Syndrome
C0004135,19,Ataxia Telangiectasia,NCI,Ataxia Telangiectasia,Louis-Bar Syndrome
C0004144,0,Pulmonary Atelectasis,ICD10CM,Atelectasis,Atelectasis
C0004144,0,Pulmonary Atelectasis,NCI,Atelectasis,Atelectasis
C0004144,16,Pulmonary Atelectasis,ICD10CM,Atelectasis,Pulmonary collapse
C0004153,0,Atherosclerosis,ICD10CM,Atherosclerosis,Atherosclerosis
C0004153,0,Atherosclerosis,NCI,Atherosclerosis,Atherosclerosis
C0004153,23,Atherosclerosis,ICD10CM,Atherosclerosis,Atherosclerotic cardiovascular disease
C0004153,23,Atherosclerosis,NCI,Atherosclerosis,Atherosclerotic Cardiovascular Disease
C0004158,0,Athetosis,NCI,Athetosis,Athetosis
C0004161,10,Athletic Injuries,NCI,Athletic Injuries,Sports Injury
C0004238,0,Atrial Fibrillation,NCI,Atrial Fibrillation,Atrial Fibrillation
C0004238,15,Atrial Fibrillation,NCI,Atrial Fibrillation,AFib
C0004238,17,Atrial Fibrillation,NCI,Atrial Fibrillation,AF
C0004239,0,Atrial Flutter,NCI,Atrial Flutter,Atrial Flutter
C0004245,0,Atrioventricular Block,NCI,Atrioventricular Block,Atrioventricular Block
C0004245,5,Atrioventricular Block,ICD10CM,Atrioventricular Block,Atrioventricular block NOS
C0004245,14,Atrioventricular Block,ICD10CM,Atrioventricular Block,Unspecified atrioventricular block
C0004245,15,Atrioventricular Block,NCI,Atrioventricular Block,AV Block
C0004245,15,Atrioventricular Block,NCI,Atrioventricular Block,Atrioventricular Block by EKG Finding
C0004245,15,Atrioventricular Block,NCI,Atrioventricular Block,Atrioventricular Block by ECG Finding
C0004277,5,Tooth Attrition,NCI,Tooth Attrition,Dental Attrition
C0004277,6,Tooth Attrition,NCI,Tooth Attrition,Attrition
C0004310,1,Auditory Perceptual Disorders,NCI,Auditory Perceptual Disorders,Auditory Perceptual Disorder
C0004364,1,Autoimmune Diseases,NCI,Autoimmune Diseases,Autoimmune Disease
C0004364,4,Autoimmune Diseases,NCI,Autoimmune Diseases,Autoimmune Disorder
C0004364,6,Autoimmune Diseases,ICD10CM,Autoimmune Diseases,autoimmune disease NOS
C0004372,0,Autolysis,NCI,Autolysis,Autolysis
C0004372,2,Autolysis,NCI,Autolysis,Autolytic
C0004509,0,Azoospermia,ICD10CM,Azoospermia,Azoospermia
C0004509,0,Azoospermia,NCI,Azoospermia,Azoospermia
C0004509,4,Azoospermia,ICD10CM,Azoospermia,Azoospermia NOS
C0004576,0,Babesiosis,ICD10CM,Babesiosis,Babesiosis
C0004576,0,Babesiosis,NCI,Babesiosis,Babesiosis
C0004576,8,Babesiosis,ICD10CM,Babesiosis,Piroplasmosis
C0004601,3,Back Injuries,NCI,Back Injuries,Back Injury
C0004604,0,Back Pain,NCI,Back Pain,Back Pain
C0004604,5,Back Pain,ICD10CM,Back Pain,Back pain NOS
C0004604,8,Back Pain,ICD10CM,Back Pain,Backache NOS
C0004604,8,Back Pain,ICD10CM,Back Pain,Dorsalgia
C0004604,19,Back Pain,ICD10CM,Back Pain,"Dorsalgia, unspecified"
C0004610,0,Bacteremia,ICD10CM,Bacteremia,Bacteremia
C0004610,0,Bacteremia,NCI,Bacteremia,Bacteremia
C0004623,1,Bacterial Infections,NCI,Bacterial Infections,Bacterial Infection
C0004623,10,Bacterial Infections,NCI,Bacterial Infections,Bacterial Disorder
C0004623,13,Bacterial Infections,ICD10CM,Bacterial Infections,"Bacterial infection, unspecified"
C0004623,20,Bacterial Infections,ICD10CM,Bacterial Infections,Bacterial infection of unspecified site
C0004626,16,"Pneumonia, Bacterial",NCI,"Pneumonia, Bacterial",Bacterial Pneumonia
C0004626,20,"Pneumonia, Bacterial",ICD10CM,"Pneumonia, Bacterial",Unspecified bacterial pneumonia
C0004659,0,Bacteriuria,ICD10CM,Bacteriuria,Bacteriuria
C0004690,0,Balanitis,ICD10CM,Balanitis,Balanitis
C0004690,0,Balanitis,NCI,Balanitis,Balanitis
C0004692,0,Balantidiasis,ICD10CM,Balantidiasis,Balantidiasis
C0004692,0,Balantidiasis,NCI,Balantidiasis,Balantidiasis
C0004692,10,Balantidiasis,ICD10CM,Balantidiasis,Balantidial dysentery
C0004698,1,Balkan Nephropathy,ICD10CM,Balkan Nephropathy,Balkan nephropathy
C0004698,9,Balkan Nephropathy,ICD10CM,Balkan Nephropathy,Balkan endemic nephropathy
C0004760,4,Barotrauma,ICD10CM,Barotrauma,Barotrauma NOS
C0004763,0,Barrett Esophagus,NCI,Barrett Esophagus,Barrett Esophagus
C0004763,2,Barrett Esophagus,NCI,Barrett Esophagus,Barrett's Esophagus
C0004763,3,Barrett Esophagus,ICD10CM,Barrett Esophagus,Barrett's esophagus
C0004763,7,Barrett Esophagus,ICD10CM,Barrett Esophagus,Barrett's esophagus NOS
C0004763,9,Barrett Esophagus,ICD10CM,Barrett Esophagus,Barrett's disease
C0004763,10,Barrett Esophagus,ICD10CM,Barrett Esophagus,Barrett's syndrome
C0004763,12,Barrett Esophagus,NCI,Barrett Esophagus,Columnar-Lined Esophagus
C0004763,15,Barrett Esophagus,NCI,Barrett Esophagus,BE
C0004763,16,Barrett Esophagus,NCI,Barrett Esophagus,CELLO
C0004763,16,Barrett Esophagus,NCI,Barrett Esophagus,CLE
C0004763,28,Barrett Esophagus,NCI,Barrett Esophagus,Columnar Epithelial-Lined Lower Esophagus
C0004771,1,Bartonella Infections,NCI,Bartonella Infections,Bartonella Infection
C0004771,10,Bartonella Infections,ICD10CM,Bartonella Infections,Bartonellosis
C0004771,13,Bartonella Infections,ICD10CM,Bartonella Infections,"Bartonellosis, unspecified"
C0004775,7,Bartter Syndrome,NCI,Bartter Disease,Bartter Syndrome
