ROW_ID,ROW_VERSION,CSBC PSON Center,Consortium,PubMed,Journal,Publication Year,Title,Authors,Grant,Tool link,Other Data Location,SRA URLs,dbGaP URLs,GEO URLs,Synapse Location,Keywords,Abstract,grantType,datasets,studies,tissue_or_organ,diseaseType,experimentalStrategy,featured,dataset name,study name,doi,site,institution,Theme,modifiedOn,tissue_or_organ.sv,diseaseType.sv,experimentalStrategy.sv,Theme.sv,annotated.by,study.number,grantNumber,centerName
4574,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28401884,Nat Commun,2017,Anisotropic forces from spatially constrained focal adhesions mediate contact guidance directed cell migration,"Ray A, Lee O, Win Z, Edwards RM, Alford PW, Kim DH, Provenzano PP",U54 CA210190,,,,,,,"carcinoma, imaging, cell morphology, migration",,U54,,,Pancreas; Breast,"Malignant Neoplasm of Pancreas, Carcinoma in situ of Breast",Western Blotting; Cell Migration Assay; Imaging; Fluorescent Antibody Procedure; Multiphoton Microscopy; Nanopatterning,,,,,,,metastasis,,Pancreas; Breast,,,"carcinoma, imaging, cell morphology, migration",Center,2,CA210190,Center for Modeling Tumor Cell Migration Mechanics
4577,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29188660,J Biomed Opt,2018,Multiphoton fluorescence lifetime imaging of chemotherapy distribution in solid tumors,"Carlson M, Watson AL, Anderson L, Largaespada DA, Provenzano PP",U54 CA210190,,,,,,,"cancer, fluorescence lifetime imaging microscopy, multiphoton microscopy, doxorubicin",,U54,,,Pancreas,Malignant Neoplasm of Pancreas,Multiphoton Microscopy; FLIM; Murine Model,,,,,,,drug resistance/sensitivity,,Pancreas,,,"cancer, fluorescence lifetime imaging microscopy, multiphoton microscopy, doxorubicin",Center,2,CA210190,Center for Modeling Tumor Cell Migration Mechanics
4904,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28983745,Ann Biomed Eng,2019,Physical and Chemical Enhancement of and Adaptive Resistance to Irreversible Electroporation of Pancreatic Cancer,"Shao Q, Liu F, Chung C, Elahi-Gedwillo K, Provenzano PP, Forsyth B, Bischof JC",U54 CA210190,,,,,,,"adaptation, cancer treatment, enhancement, glucose, in vitro, in vivo, irreversible electroporation, pancreatic cancer, resistance",,U54,,,Pancreas,Malignant Neoplasm of Pancreas,Unspecified,,,,,,,drug resistance/sensitivity,,Pancreas,,,"adaptation, cancer treatment, enhancement, glucose, in vitro, in vivo, irreversible electroporation, pancreatic cancer, resistance",Center,2,CA210190,Center for Modeling Tumor Cell Migration Mechanics
4570,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27966608,Sci Rep,2018,Slit-Robo GTPase-Activating Protein 2 as a metastasis suppressor in osteosarcoma,"Marko TA, Shamsan GA, Edwards EN, Hazelton PE, Rathe SK, Cornax I, Overn PR, Varshney J, Diessner BJ, Moriarity BS, O'Sullivan MG, Odde DJ, Largaespada DA",U54 CA210190,,,,,,,"osteosarcoma, Srgap2, Sleeping Beauty, CRISPR/Cas9, RNA-seq, IHC",,U54,,,"Bone, NOS",Osteosarcoma,Immunohistochemistry Staining Method; Polymerase Chain Reaction; Real Time PCR; Western Blotting; Cell Migration Assay,,,,,,,metastasis,,"Bone, NOS",,,,Center,1,CA210190,Center for Modeling Tumor Cell Migration Mechanics
4571,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28494945,Biophys J,2018,Tug of War at the Cell-Matrix Interface,Provenzano PP,U54 CA210190,,,,,,,comment,,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,microenvironment,,Not Applicable,,,comment,Center,2,CA210190,Center for Modeling Tumor Cell Migration Mechanics
4906,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29480329,J Math Biol,2018,Getting in shape and swimming: the role of cortical forces and membrane heterogeneity in eukaryotic cells,"Wu H, de Len MAP, Othmer HG",U54 CA210190,,,,,,,,,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,microenvironment,,Not Applicable,,,,Center,1,CA210190,Center for Modeling Tumor Cell Migration Mechanics
4998,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29528224,Biochemistry,2018,In Silico Design and in Vitro Characterization of Universal Tyrosine Kinase Peptide Substrates,"Marholz LJ, Zeringo NA, Lou HJ, Turk BE, Parker LL",U54 CA210190,,,,,,,,,U54,,,Not Applicable,Not Applicable,Proteomics Assay,,,,,,,Not Applicable,,Not Applicable,,,,Center,Not Applicable,CA210190,Center for Modeling Tumor Cell Migration Mechanics
5003,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29860988,Trends Cancer,2019,Distant Relations: Macrophage Functions in the Metastatic Niche,"Doak GR, Schwertfeger KL, Wood DK",U54 CA210190,,,,,,,,,U54,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,metastasis,,Not Applicable,,,,Center,Not Applicable,CA210190,Center for Modeling Tumor Cell Migration Mechanics
5045,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29927064,Curr Protoc Stem Cell Biol,2018,Cancer Stem Cell Migration in Three-Dimensional Aligned Collagen Matrices,"Ray A, Morford RK, Provenzano PP",U54 CA210190,,,,,,,,,U54,,,Not Applicable,Not Applicable,Cell Migration Assay; Tissue Engineering; Multiphoton Microscopy,,,,,,,metastasis,,Not Applicable,,,,Center,2,CA210190,Center for Modeling Tumor Cell Migration Mechanics
5107,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30459308,Nat Commun,2018,Bimodal sensing of guidance cues in mechanically distinct microenvironments,"Tabdanov ED, Puram VV, Win Z, Alamgir A, Alford PW, Provenzano PP",U54 CA210190,,,,,,,,,U54,,,Breast,Carcinoma in situ of Breast,Imaging; Traction Force Microscopy; Nanopatterning; Microscopy,,,,,,,microenvironment,,Breast,,,,Center,2,CA210190,Center for Modeling Tumor Cell Migration Mechanics
5179,196,syn7349745,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30304674,Cell Rep,2018,Microtubule-Actomyosin Mechanical Cooperation during Contact Guidance Sensing,"Tabdanov ED, Puram V, Zhovmer A, Provenzano PP",U54 CA210190,,,,,,,,,U54,,,Pancreas; Breast,"Malignant Neoplasm of Pancreas, Carcinoma in situ of Breast",Imaging; Traction Force Microscopy; Nanopatterning; Microscopy,,,,,,,metastasis,,Pancreas; Breast,,,,Center,2,CA210190,Center for Modeling Tumor Cell Migration Mechanics
4988,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29569971,Leuk Lymphoma,2018,Src family kinase inhibitor bosutinib enhances retinoic acid-induced differentiation of HL-60 leukemia cells,"MacDonald RJ, Bunaciu RP, Ip V, Dai D, Tran D, Varner JD, Yen A",U54 CA210184,,,,,,,,,U54,,,Blood,Acute Promyelolitic Leukemia,Expression Array,,,,,,,drug resistance/sensitivity,,Blood,,,,Sage,1,CA210184,Center on the Physics of Cancer Metabolism
4579,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29342134,Nature,2018,Chromosomal instability drives metastasis through a cytosolic DNA response,"Bakhoum SF, Ngo B, Laughney AM, Cavallo JA, Murphy CJ, Ly P, Shah P, Sriram RK, Watkins TBK, Taunk NK, Duran M, Pauli C, Shaw C, Chadalavada K, Rajasekhar VK, Genovese G, Venkatesan S, Birkbak NJ, McGranahan N, Lundquist M, LaPlant Q, Healey JH, Elemento O, Chung CH, Lee NY, Imielenski M, Nanjangud G, Pe'er D, Cleveland DW, Powell SN, Lammerding J, Swanton C, Cantley LC",U54 CA210184,,,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP105199,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98183,,"chromosomal instability, micronuclei, metastasis, FISH, immunofluorescence microscopy, imaging, migration, xenograft, RNA-seq, scRNA-seq",,U54,,,Breast,Carcinoma in situ of Breast,Fluorescent Antibody Procedure; Immunohistochemistry Staining Method; Real Time PCR; Western Blotting; Whole Transcriptome Sequencing; Single Cell RNA-Sequencing,,,,,,,metastasis,,Breast,,,"chromosomal instability, micronuclei, metastasis, FISH, immunofluorescence microscopy, imaging, migration, xenograft, RNA-seq, scRNA-seq",Center,3,CA210184,Center on the Physics of Cancer Metabolism
4580,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27913195,Matrix Biol,2017,Breast cancer-derived extracellular vesicles stimulate myofibroblast differentiation and pro-angiogenic behavior of adipose stem cells,"Song YH, Warncke C, Choi SJ, Choi S, Chiou AE, Ling L, Liu HY, Daniel S, Antonyak MA, Cerione RA, Fischbach C",U54 CA210184,,,,,,,"breast cancer, differentiation, angiogenesis, scanning electron microscopy",,U54,,,Breast,Carcinoma in situ of Breast,Fluorescent Antibody Procedure; Electron Microscopy,,,,,,,microenvironment,,Breast,,,"breast cancer, differentiation, angiogenesis, scanning electron microscopy",Sage,2,CA210184,Center on the Physics of Cancer Metabolism
4584,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28270386,Cancer Prev Res (Phila),2017,"Metabolic Obesity, Adipose Inflammation and Elevated Breast Aromatase in Women with Normal Body Mass Index","Iyengar NM, Brown KA, Zhou XK, Gucalp A, Subbaramaiah K, Giri DD, Zahid H, Bhardwaj P, Wendel NK, Falcone DJ, Wang H, Williams S, Pollak M, Morrow M, Hudis CA, Dannenberg AJ",U54 CA210184,,,,,,,"breast cancer, correlative study",,U54,,,Breast,Carcinoma in situ of Breast,Fluorescent Antibody Procedure; Immunohistochemistry Staining Method; Real Time PCR; Western Blotting,,,,,,,Not Applicable,,Breast,,,"breast cancer, correlative study",Center,1,CA210184,Center on the Physics of Cancer Metabolism
4585,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29222346,Cancer Prev Res (Phila),2019,"Adiposity, Inflammation and Breast Cancer Pathogenesis in Asian Women","Iyengar NM, Chen IC, Zhou XK, Giri DD, Falcone DJ, Winston LA, Wang H, Williams S, Lu YS, Hsueh TH, Cheng AL, Hudis CA, Lin CH, Dannenberg AJ",U54 CA210184,,,,,,,"obesity, white adipose tissue, breast cancer, clinical study",,U54,,,Breast,Carcinoma in situ of Breast,Immunohistochemistry Staining Method,,,,,,,Not Applicable,,Breast,,,,Center,1,CA210184,Center on the Physics of Cancer Metabolism
4588,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29203461,Cancer Discov,2019,Identifying and Targeting Sporadic Oncogenic Genetic Aberrations in Mouse Models of Triple Negative Breast Cancer,"Liu H, Murphy CJ, Karreth FA, Emdal KB, White FM, Elemento O, Toker A, Wulf GM, Cantley LC",U54 CA210184,,,,,,,breast cancer,,U54,,,Breast,Carcinoma in situ of Breast,Murine Model; Whole Transcriptome Sequencing; Whole Exome Sequencing,,,,,,,drug resistance/sensitivity,,Breast,,,breast cancer,Center,3,CA210184,Center on the Physics of Cancer Metabolism
4590,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28323914,J Clin Endocrinol Metab,2017,"Menopause Is a Determinant of Breast Aromatase Expression and Its Associations With BMI, Inflammation, and Systemic Markers","Brown KA, Iyengar NM, Zhou XK, Gucalp A, Subbaramaiah K, Wang H, Giri DD, Morrow M, Falcone DJ, Wendel NK, Winston LA, Pollak M, Dierickx A, Hudis CA, Dannenberg AJ",U54 CA210184,,,,,,,"clinical study, metabolism",,U54,,,Breast,Carcinoma in situ of Breast,Immunohistochemistry Staining Method; Real Time PCR,,,,,,,Not Applicable,,Breast,,,"clinical study, metabolism",Center,1,CA210184,Center on the Physics of Cancer Metabolism
4594,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29104286,Int J Obes (Lond),2019,Leptin regulation of the p53-HIF1/PKM2-aromatase axis in breast adipose stromal cells-a novel mechanism for the obesity-breast cancer link,"Zahid H, Subbaramaiah K, Iyengar NM, Zhou XK, Chen IC, Bhardwaj P, Gucalp A, Morrow M, Hudis CA, Dannenberg AJ, Brown KA",U54 CA210184,,,,,,,breast cancer,,U54,,,Breast,Carcinoma in situ of Breast,Fluorescent Antibody Procedure; Real Time PCR; Western Blotting,,,,,,,Not Applicable,,Breast,,,breast cancer,Center,1,CA210184,Center on the Physics of Cancer Metabolism
4596,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28285738,Trends Cell Biol,2018,Bursting the Bubble - Nuclear Envelope Rupture as a Path to Genomic Instability?,"Shah P, Wolf K, Lammerding J",U54 CA210184,,,,,,,review,,U54,,,Not Applicable,Carcinoma in situ of Breast,,,,,,,,Not Applicable,,Not Applicable,,,review,Center,3,CA210184,Center on the Physics of Cancer Metabolism
4942,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29221896,J Struct Biol,2018,Correlative imaging reveals physiochemical heterogeneity of microcalcifications in human breast carcinomas,"Kunitake JAMR, Choi S, Nguyen KX, Lee MM, He F, Sudilovsky D, Morris PG, Jochelson MS, Hudis CA, Muller DA, Fratzl P, Fischbach C, Masic A, Estroff LA",U54 CA210184,,,,,,,,,U54,,,Breast,Carcinoma in situ of Breast,Imaging,,,,,,,Not Applicable,,Breast,,,,Sage,1,CA210184,Center on the Physics of Cancer Metabolism
4983,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27503584,Matrix Biol,2017,Breast cancer cells alter the dynamics of stromal fibronectin-collagen interactions,"Wang K, Wu F, Seo BR, Fischbach C, Chen W, Hsu L, Gourdon D",U54 CA210184,,,,,,,,,U54,,,Breast,Carcinoma in situ of Breast,Time Lapse Microscopy,,,,,,,microenvironment,,Breast,,,,Sage,1,CA210184,Center on the Physics of Cancer Metabolism
4992,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29759731,Biomaterials,2018,"Intrafibrillar, bone-mimetic collagen mineralization regulates breast cancer cell adhesion and migration","Choi S, Friedrichs J, Song YH, Werner C, Estroff LA, Fischbach C",U54 CA210184,,,,,,,,,U54,,,Breast,Carcinoma in situ of Breast,3D Cell Culture,,,,,,,microenvironment,,Breast,,,,Sage,1,CA210184,Center on the Physics of Cancer Metabolism
5015,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30051890,Nature,2019,Suppression of insulin feedback enhances the efficacy of PI3K inhibitors,"Hopkins BD, Pauli C, Xing D, Wang DG, Li X, Wu D, Amadiume SC, Goncalves MD, Hodakoski C, Lundquist MR, Bareja R, Ma Y, Harris EM, Sboner A, Beltran H, Rubin MA, Mukherjee S, Cantley LC",U54 CA210184,,,,,,,,,U54,,,Pancreas,Carcinoma in situ of Breast,Murine Model,,,,,,,drug resistance/sensitivity,,Pancreas,,,,Center,3,CA210184,Center on the Physics of Cancer Metabolism
5108,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29997220,Dis Model Mech,2018,Intravital microscopy of collective invasion plasticity in breast cancer,"Ilina O, Campanello L, Gritsenko PG, Vullings M, Wang C, Bult P, Losert W, Friedl P",U54 CA210184,,,,,,,,,U54,,,Breast,Carcinoma in situ of Breast,Intravital Microscopy,,,,,,,metastasis,,Breast,,,,Center,3,CA210184,Center on the Physics of Cancer Metabolism
5130,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30193109,Cell,2018,The Multifaceted Role of Chromosomal Instability in Cancer and Its Microenvironment,"Bakhoum SF, Cantley LC",U54 CA210184,,,,,,,,,U54,,,Breast,Carcinoma in situ of Breast,Fluorescent Antibody Procedure; Immunohistochemistry Staining Method; Real Time PCR; Western Blotting,,,,,,,Not Applicable,,Breast,,,,Center,3,CA210184,Center on the Physics of Cancer Metabolism
5010,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29921838,Nat Commun,2018,Patient derived organoids to model rare prostate cancer phenotypes,"Puca L, Bareja R, Prandi D, Shaw R, Benelli M, Karthaus WR, Hess J, Sigouros M, Donoghue A, Kossai M, Gao D, Cyrta J, Sailer V, Vosoughi A, Pauli C, Churakova Y, Cheung C, Deonarine LD, McNary TJ, Rosati R, Tagawa ST, Nanus DM, Mosquera JM, Sawyers CL, Chen Y, Inghirami G, Rao RA, Grandori C, Elemento O, Sboner A, Demichelis F, Rubin MA, Beltran H",U54 CA210184,,,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP137894, https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP137893, https://www.ncbi.nlm.nih.gov/sra/SRP138000",,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112830 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112829 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112786",,,,U54,,,Prostate Gland,Carcinoma in situ of Prostate,"3D Cell Culture, PDX, Whole Exome Sequencing, Whole Transcriptome Sequencing, Bisulfite Sequencing, High-throughput Drug Screen",,,,,,,drug resistance/sensitivity,,Prostate Gland,,,,Center,Not Applicable,CA210184,Center on the Physics of Cancer Metabolism
4981,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29450424,Integr Biol (Camb),2018,CD44v6 increases gastric cancer malignant phenotype by modulating adipose stromal cell-mediated ECM remodeling,"Loureno BN, Springer NL, Ferreira D, Oliveira C, Granja PL, Fischbach C",U54 CA210184,,,,,,,,,U54,,,Stomach,Gastric Adenocarcinoma,Murine Model,,,,,,,Not Applicable,,Stomach,,,,Sage,1,CA210184,Center on the Physics of Cancer Metabolism
4595,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27820599,Nat Cell Biol,2016,Tissue mechanics promote IDH1-dependent HIF1-tenascin C feedback to regulate glioblastomaaggression,"Miroshnikova YA, Mouw JK, Barnes JM, Pickup MW, Lakins JN, Kim Y, Lobo K, Persson AI, Reis GF, McKnight TR, Holland EC, Phillips JJ, Weaver VM",U54 CA210184,,,,,,,"glioblastoma, IDH1, HIF1alpha, extracellular matrix (ECM), stiffness, mechanosignalling, atomic force microscopy, nanostring, ChIP, imaging",,U54,,,Brain,Glioma,"Murine Model, Atomic Force Microscopy",,,,,,,microenvironment,,Brain,,,"glioblastoma, IDH1, HIF1alpha, extracellular matrix (ECM), stiffness, mechanosignalling, atomic force microscopy, nanostring, ChIP, imaging",Sage,1,CA210184,Center on the Physics of Cancer Metabolism
4592,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27914000,Cancer Metastasis Rev,2016,From transformation to metastasis: deconstructing the extracellular matrix in breast cancer,"Kaushik S, Pickup MW, Weaver VM",U54 CA210184,,,,,,,"breast cancer, desmoplasia, extracellular matrix (ECM), mechanosignaling, metastasis, treatment resistance, review",,U54,,,Breast,Intraductal carcinoma in situ of Breast,Not Applicable,,,,,,,metastasis,,Breast,,,"breast cancer, desmoplasia, extracellular matrix (ECM), mechanosignaling, metastasis, treatment resistance, review",Sage,1,CA210184,Center on the Physics of Cancer Metabolism
4583,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28923958,Proc Natl Acad Sci U S A,2017,Multiscale characterization of the mineral phase at skeletal sites of breast cancer metastasis,"He F, Chiou AE, Loh HC, Lynch M, Seo BR, Song YH, Lee MJ, Hoerth R, Bortel EL, Willie BM, Duda GN, Estroff LA, Masic A, Wagermaier W, Fratzl P, Fischbach C",U54 CA210184,,,,,,,"breast cancer, metastasis, X-ray scattering, Raman imaging, backscattered electron microscopy, tomography, bone metastasis, bone mineral nanostructure",,U54,,,"Breast, Bone","Intraductal carcinoma in situ of Breast, Bone Tumor","Small-Angle X-ray Scattering, Murine Model",,,,,,,metastasis,,"Breast, Bone",,,,Sage,1,CA210184,Center on the Physics of Cancer Metabolism
4973,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29483153,Genes Dev,2018,Discoidin domain receptor 1 (DDR1) ablation promotes tissue fibrosis and hypoxia to induce aggressive basal-like breast cancers,"Takai K, Drain AP, Lawson DA, Littlepage LE, Karpuj M, Kessenbrock K, Le A, Inoue K, Weaver VM, Werb Z",U54 CA210184,,,,,,,,,U54,,,"Breast, Lung","Intraductal carcinoma in situ of Breast, Lung Carcinoma","Atomic Force Microscopy, Traction Force Microscopy, 3D Cell Culture, Murine Model",,,,,,,metastasis,,"Breast, Lung",,,,Sage,1,CA210184,Center on the Physics of Cancer Metabolism
5103,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29991514,J Cell Sci,2018,Adaptive adhesion systems mediate glioma cell invasion in complex environments,"Gritsenko PG, Friedl P",U54 CA210184,,,,,,,,,U54,,,Brain,Malignant Neoplasm of Brain,3D Cell Culture; Microscopy; Mass Spectrometry,,,,,,,Not Applicable,,Brain,,,,Center,3,CA210184,Center on the Physics of Cancer Metabolism
4586,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29467443,Nat Cell Biol,2019,Emerging views of the nucleus as a cellular mechanosensor,"Kirby TJ, Lammerding J",U54 CA210184,,,,,,,review,,U54,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,microenvironment,,Not Applicable,,,review,Center,3,CA210184,Center on the Physics of Cancer Metabolism
4587,196,syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28287898,Nucleus,2018,Consequences of a tight squeeze: Nuclear envelope rupture and repair,"Isermann P, Lammerding J",U54 CA210184,,,,,,,DNA damage,,U54,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,Not Applicable,,Not Applicable,,,,Center,3,CA210184,Center on the Physics of Cancer Metabolism
